"","income","age","marital_status","hours_per_week","education","capital_gain","capital_loss","income_num","career_stage","marital_status_group","hours_group","education_group","has_investment_activity"
"23633","<=50K",38,"Widowed",40,"10th",114,0,"0","Growth-phase","Previously-married","Full-time","Non-HS","Yes"
"23640","<=50K",28,"Married-civ-spouse",40,"HS-grad",2829,0,"0","Entry-level","Married","Full-time","HS-some-college","Yes"
"23641",">50K",55,"Married-civ-spouse",40,"Prof-school",15024,0,"1","Peak-earning","Married","Full-time","Prof-doctorate","Yes"
"23642","<=50K",50,"Married-spouse-absent",40,"Bachelors",6849,0,"0","Peak-earning","Previously-married","Full-time","Bachelors","Yes"
"23643","<=50K",47,"Divorced",40,"11th",0,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","No"
"23644","<=50K",42,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"23645","<=50K",22,"Never-married",25,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"23646","<=50K",42,"Married-civ-spouse",44,"5th-6th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"23649",">50K",45,"Married-civ-spouse",99,"Some-college",15024,0,"1","Peak-earning","Married","Overtime","HS-some-college","Yes"
"23650","<=50K",55,"Married-civ-spouse",55,"HS-grad",0,0,"0","Peak-earning","Married","Overtime","HS-some-college","No"
"23655","<=50K",27,"Divorced",40,"Bachelors",0,0,"0","Entry-level","Previously-married","Full-time","Bachelors","No"
"23656","<=50K",25,"Never-married",40,"HS-grad",2176,0,"0","Entry-level","Never-married","Full-time","HS-some-college","Yes"
"23661",">50K",70,"Married-civ-spouse",50,"Assoc-voc",9386,0,"1","Retirement-transition","Married","Overtime","HS-some-college","Yes"
"23662","<=50K",37,"Divorced",37,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"23666","<=50K",35,"Divorced",38,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"23674","<=50K",21,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"23679","<=50K",19,"Never-married",25,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"23682",">50K",42,"Never-married",50,"Masters",8614,0,"1","Growth-phase","Never-married","Overtime","Masters","Yes"
"23684","<=50K",24,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"23686",">50K",40,"Married-civ-spouse",40,"10th",0,0,"1","Growth-phase","Married","Full-time","Non-HS","No"
"23689",">50K",43,"Married-civ-spouse",40,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"23692","<=50K",31,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"23700","<=50K",27,"Married-civ-spouse",45,"HS-grad",2580,0,"0","Entry-level","Married","Full-time","HS-some-college","Yes"
"23707","<=50K",32,"Never-married",30,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"23710","<=50K",20,"Never-married",20,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"23715",">50K",25,"Never-married",50,"Assoc-acdm",0,0,"1","Entry-level","Never-married","Overtime","HS-some-college","No"
"23717","<=50K",41,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"23719","<=50K",44,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"23727","<=50K",22,"Never-married",12,"Assoc-voc",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"23729","<=50K",41,"Married-civ-spouse",5,"Assoc-voc",0,1628,"0","Growth-phase","Married","Underemployed","HS-some-college","Yes"
"23741",">50K",60,"Married-civ-spouse",38,"Masters",0,0,"1","Peak-earning","Married","Full-time","Masters","No"
"23753","<=50K",41,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"23754","<=50K",33,"Married-civ-spouse",40,"Some-college",3908,0,"0","Growth-phase","Married","Full-time","HS-some-college","Yes"
"23759","<=50K",39,"Widowed",15,"10th",0,0,"0","Growth-phase","Previously-married","Underemployed","Non-HS","No"
"23765","<=50K",36,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"23770","<=50K",39,"Divorced",40,"Assoc-acdm",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"23771","<=50K",20,"Never-married",35,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"23789",">50K",48,"Married-civ-spouse",40,"HS-grad",0,1848,"1","Peak-earning","Married","Full-time","HS-some-college","Yes"
"23803","<=50K",29,"Never-married",40,"5th-6th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"23816","<=50K",42,"Married-civ-spouse",45,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"23822","<=50K",20,"Never-married",35,"Some-college",594,0,"0","Entry-level","Never-married","Full-time","HS-some-college","Yes"
"23823","<=50K",41,"Never-married",40,"HS-grad",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"23826","<=50K",28,"Never-married",15,"Bachelors",0,0,"0","Entry-level","Never-married","Underemployed","Bachelors","No"
"23843","<=50K",26,"Married-civ-spouse",40,"12th",0,0,"0","Entry-level","Married","Full-time","Non-HS","No"
"23845",">50K",47,"Married-civ-spouse",40,"Some-college",7298,0,"1","Peak-earning","Married","Full-time","HS-some-college","Yes"
"23858","<=50K",41,"Married-civ-spouse",50,"HS-grad",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"23867",">50K",32,"Married-civ-spouse",55,"Some-college",0,0,"1","Growth-phase","Married","Overtime","HS-some-college","No"
"23869","<=50K",47,"Divorced",20,"HS-grad",0,0,"0","Peak-earning","Previously-married","Underemployed","HS-some-college","No"
"23872",">50K",57,"Married-civ-spouse",35,"Some-college",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"23874",">50K",50,"Married-civ-spouse",40,"Masters",0,0,"1","Peak-earning","Married","Full-time","Masters","No"
"23882","<=50K",32,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"23885","<=50K",40,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"23888","<=50K",58,"Widowed",40,"11th",0,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","No"
"23891","<=50K",49,"Married-spouse-absent",40,"Masters",0,0,"0","Peak-earning","Previously-married","Full-time","Masters","No"
"23899","<=50K",47,"Married-civ-spouse",38,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"23901","<=50K",40,"Married-civ-spouse",45,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"23904",">50K",30,"Married-civ-spouse",60,"Bachelors",0,0,"1","Entry-level","Married","Overtime","Bachelors","No"
"23906","<=50K",49,"Never-married",40,"HS-grad",1506,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","Yes"
"23908","<=50K",22,"Never-married",45,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"23909","<=50K",22,"Never-married",30,"11th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"23913",">50K",44,"Married-civ-spouse",40,"Assoc-acdm",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"23914","<=50K",73,"Widowed",9,"9th",0,0,"0","Retirement-transition","Previously-married","Underemployed","Non-HS","No"
"23916",">50K",34,"Married-civ-spouse",40,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"23922","<=50K",24,"Married-civ-spouse",40,"Assoc-voc",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"23923","<=50K",29,"Never-married",35,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"23924","<=50K",18,"Never-married",20,"12th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"23930","<=50K",42,"Divorced",45,"Bachelors",0,0,"0","Growth-phase","Previously-married","Full-time","Bachelors","No"
"23944","<=50K",23,"Never-married",44,"10th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"23945","<=50K",21,"Never-married",35,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"23950","<=50K",37,"Married-civ-spouse",30,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"23959","<=50K",19,"Never-married",20,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"23962",">50K",41,"Married-civ-spouse",40,"Masters",0,0,"1","Growth-phase","Married","Full-time","Masters","No"
"23972","<=50K",47,"Divorced",40,"Masters",0,0,"0","Peak-earning","Previously-married","Full-time","Masters","No"
"23986",">50K",31,"Married-civ-spouse",50,"Some-college",15024,0,"1","Growth-phase","Married","Overtime","HS-some-college","Yes"
"23988",">50K",33,"Married-civ-spouse",45,"HS-grad",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"24004","<=50K",51,"Separated",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24005","<=50K",49,"Divorced",90,"HS-grad",0,0,"0","Peak-earning","Previously-married","Overtime","HS-some-college","No"
"24010",">50K",42,"Married-civ-spouse",40,"Masters",0,0,"1","Growth-phase","Married","Full-time","Masters","No"
"24015",">50K",58,"Widowed",50,"Bachelors",27828,0,"1","Peak-earning","Previously-married","Overtime","Bachelors","Yes"
"24017","<=50K",65,"Widowed",24,"7th-8th",0,0,"0","Retirement-transition","Previously-married","Underemployed","Non-HS","No"
"24019","<=50K",17,"Never-married",20,"10th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"24022","<=50K",24,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"24024","<=50K",34,"Married-civ-spouse",18,"Assoc-voc",0,0,"0","Growth-phase","Married","Underemployed","HS-some-college","No"
"24026",">50K",49,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"24031",">50K",32,"Married-civ-spouse",50,"HS-grad",0,0,"1","Growth-phase","Married","Overtime","HS-some-college","No"
"24040","<=50K",27,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24041","<=50K",59,"Divorced",40,"Some-college",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24060",">50K",63,"Married-civ-spouse",40,"Assoc-acdm",0,0,"1","Retirement-transition","Married","Full-time","HS-some-college","No"
"24062",">50K",24,"Married-civ-spouse",40,"Some-college",0,0,"1","Entry-level","Married","Full-time","HS-some-college","No"
"24064",">50K",50,"Married-civ-spouse",48,"HS-grad",0,0,"1","Peak-earning","Married","Overtime","HS-some-college","No"
"24068","<=50K",30,"Married-civ-spouse",40,"Some-college",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"24069","<=50K",22,"Never-married",40,"HS-grad",2907,0,"0","Entry-level","Never-married","Full-time","HS-some-college","Yes"
"24070","<=50K",33,"Divorced",52,"Some-college",0,0,"0","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"24071",">50K",39,"Married-civ-spouse",38,"HS-grad",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"24073","<=50K",47,"Married-civ-spouse",40,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"24076","<=50K",35,"Never-married",55,"Bachelors",0,0,"0","Growth-phase","Never-married","Overtime","Bachelors","No"
"24080","<=50K",40,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"24084","<=50K",60,"Married-civ-spouse",40,"Bachelors",0,0,"0","Peak-earning","Married","Full-time","Bachelors","No"
"24085","<=50K",26,"Never-married",35,"Bachelors",2463,0,"0","Entry-level","Never-married","Full-time","Bachelors","Yes"
"24088","<=50K",56,"Married-civ-spouse",40,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"24094","<=50K",45,"Divorced",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24109","<=50K",27,"Separated",50,"9th",0,0,"0","Entry-level","Previously-married","Overtime","Non-HS","No"
"24111","<=50K",22,"Never-married",20,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24116","<=50K",20,"Never-married",35,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24129","<=50K",28,"Never-married",50,"Some-college",0,0,"0","Entry-level","Never-married","Overtime","HS-some-college","No"
"24132","<=50K",66,"Married-civ-spouse",40,"HS-grad",0,0,"0","Retirement-transition","Married","Full-time","HS-some-college","No"
"24140",">50K",55,"Married-civ-spouse",40,"Bachelors",0,0,"1","Peak-earning","Married","Full-time","Bachelors","No"
"24142",">50K",47,"Married-civ-spouse",65,"Some-college",0,0,"1","Peak-earning","Married","Overtime","HS-some-college","No"
"24144","<=50K",41,"Married-civ-spouse",40,"Bachelors",0,0,"0","Growth-phase","Married","Full-time","Bachelors","No"
"24151","<=50K",29,"Married-spouse-absent",40,"HS-grad",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"24152","<=50K",21,"Married-civ-spouse",40,"10th",3908,0,"0","Entry-level","Married","Full-time","Non-HS","Yes"
"24155","<=50K",70,"Married-civ-spouse",40,"HS-grad",0,0,"0","Retirement-transition","Married","Full-time","HS-some-college","No"
"24159","<=50K",29,"Married-civ-spouse",60,"HS-grad",0,0,"0","Entry-level","Married","Overtime","HS-some-college","No"
"24162","<=50K",22,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24163","<=50K",47,"Never-married",40,"Bachelors",0,0,"0","Peak-earning","Never-married","Full-time","Bachelors","No"
"24164",">50K",42,"Married-civ-spouse",65,"Prof-school",15024,0,"1","Growth-phase","Married","Overtime","Prof-doctorate","Yes"
"24185","<=50K",47,"Widowed",40,"Bachelors",6497,0,"0","Peak-earning","Previously-married","Full-time","Bachelors","Yes"
"24187","<=50K",38,"Married-civ-spouse",55,"HS-grad",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"24188",">50K",50,"Married-civ-spouse",40,"Some-college",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"24190","<=50K",59,"Married-civ-spouse",40,"Masters",0,0,"0","Peak-earning","Married","Full-time","Masters","No"
"24191",">50K",56,"Married-civ-spouse",50,"Some-college",0,0,"1","Peak-earning","Married","Overtime","HS-some-college","No"
"24193","<=50K",32,"Married-civ-spouse",40,"Bachelors",0,0,"0","Growth-phase","Married","Full-time","Bachelors","No"
"24198","<=50K",36,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"24204","<=50K",39,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"24207","<=50K",39,"Married-civ-spouse",48,"Assoc-voc",0,1628,"0","Growth-phase","Married","Overtime","HS-some-college","Yes"
"24210","<=50K",51,"Married-civ-spouse",40,"HS-grad",3137,0,"0","Peak-earning","Married","Full-time","HS-some-college","Yes"
"24226","<=50K",45,"Never-married",40,"Masters",0,0,"0","Peak-earning","Never-married","Full-time","Masters","No"
"24227","<=50K",23,"Never-married",40,"Assoc-acdm",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24228","<=50K",39,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"24229",">50K",45,"Married-civ-spouse",40,"Doctorate",15024,0,"1","Peak-earning","Married","Full-time","Prof-doctorate","Yes"
"24236","<=50K",37,"Married-civ-spouse",43,"Assoc-voc",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"24244","<=50K",32,"Never-married",35,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"24246","<=50K",70,"Widowed",12,"HS-grad",0,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","No"
"24266","<=50K",56,"Married-civ-spouse",26,"7th-8th",0,0,"0","Peak-earning","Married","Underemployed","Non-HS","No"
"24268","<=50K",29,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24271",">50K",66,"Married-civ-spouse",25,"9th",0,0,"1","Retirement-transition","Married","Underemployed","Non-HS","No"
"24272",">50K",31,"Married-civ-spouse",50,"Some-college",7298,0,"1","Growth-phase","Married","Overtime","HS-some-college","Yes"
"24279",">50K",59,"Married-civ-spouse",50,"Bachelors",10605,0,"1","Peak-earning","Married","Overtime","Bachelors","Yes"
"24280","<=50K",82,"Married-civ-spouse",50,"7th-8th",0,0,"0","Retirement-transition","Married","Overtime","Non-HS","No"
"24287","<=50K",27,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24290","<=50K",72,"Widowed",16,"Some-college",0,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","No"
"24291","<=50K",68,"Married-civ-spouse",40,"HS-grad",0,0,"0","Retirement-transition","Married","Full-time","HS-some-college","No"
"24292","<=50K",29,"Separated",40,"HS-grad",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"24300",">50K",41,"Married-civ-spouse",35,"Assoc-voc",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"24309",">50K",31,"Married-civ-spouse",60,"Prof-school",0,0,"1","Growth-phase","Married","Overtime","Prof-doctorate","No"
"24312","<=50K",20,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24319",">50K",44,"Married-civ-spouse",50,"Masters",0,0,"1","Growth-phase","Married","Overtime","Masters","No"
"24332","<=50K",41,"Divorced",21,"Some-college",0,0,"0","Growth-phase","Previously-married","Underemployed","HS-some-college","No"
"24334",">50K",32,"Married-civ-spouse",40,"Some-college",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"24337","<=50K",62,"Married-civ-spouse",40,"HS-grad",0,0,"0","Retirement-transition","Married","Full-time","HS-some-college","No"
"24338","<=50K",48,"Married-civ-spouse",40,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"24340","<=50K",25,"Never-married",24,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24356",">50K",67,"Married-civ-spouse",40,"Bachelors",0,0,"1","Retirement-transition","Married","Full-time","Bachelors","No"
"24359","<=50K",17,"Never-married",15,"10th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"24361","<=50K",51,"Separated",30,"Assoc-acdm",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24363",">50K",28,"Never-married",40,"Bachelors",0,0,"1","Entry-level","Never-married","Full-time","Bachelors","No"
"24366",">50K",26,"Married-civ-spouse",40,"Some-college",0,0,"1","Entry-level","Married","Full-time","HS-some-college","No"
"24374","<=50K",27,"Never-married",45,"Masters",0,0,"0","Entry-level","Never-married","Full-time","Masters","No"
"24378",">50K",44,"Married-civ-spouse",80,"Some-college",0,0,"1","Growth-phase","Married","Overtime","HS-some-college","No"
"24381",">50K",39,"Married-civ-spouse",50,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"24382","<=50K",27,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"24388","<=50K",37,"Separated",35,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"24395",">50K",83,"Married-civ-spouse",55,"Bachelors",0,2392,"1","Retirement-transition","Married","Overtime","Bachelors","Yes"
"24396","<=50K",25,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"24398","<=50K",46,"Never-married",40,"11th",0,0,"0","Peak-earning","Never-married","Full-time","Non-HS","No"
"24400",">50K",44,"Married-civ-spouse",45,"Masters",0,0,"1","Growth-phase","Married","Full-time","Masters","No"
"24402","<=50K",30,"Divorced",40,"Assoc-voc",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"24404","<=50K",17,"Never-married",10,"10th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"24415",">50K",54,"Never-married",40,"Doctorate",0,0,"1","Peak-earning","Never-married","Full-time","Prof-doctorate","No"
"24433","<=50K",40,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"24441",">50K",25,"Never-married",35,"Bachelors",13550,0,"1","Entry-level","Never-married","Full-time","Bachelors","Yes"
"24443","<=50K",46,"Married-civ-spouse",60,"Masters",0,1740,"0","Peak-earning","Married","Overtime","Masters","Yes"
"24444","<=50K",28,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"24446","<=50K",39,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"24449","<=50K",27,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"24450",">50K",35,"Married-civ-spouse",45,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"24456",">50K",54,"Married-civ-spouse",50,"Bachelors",0,0,"1","Peak-earning","Married","Overtime","Bachelors","No"
"24461","<=50K",49,"Married-civ-spouse",60,"HS-grad",0,0,"0","Peak-earning","Married","Overtime","HS-some-college","No"
"24467","<=50K",27,"Never-married",40,"Assoc-voc",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24469","<=50K",50,"Divorced",40,"Some-college",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24477",">50K",43,"Married-civ-spouse",40,"HS-grad",0,1902,"1","Growth-phase","Married","Full-time","HS-some-college","Yes"
"24478","<=50K",20,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24486","<=50K",29,"Never-married",40,"Some-college",2174,0,"0","Entry-level","Never-married","Full-time","HS-some-college","Yes"
"24487","<=50K",21,"Never-married",20,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24489","<=50K",55,"Married-civ-spouse",40,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"24494","<=50K",30,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24495","<=50K",29,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24496","<=50K",32,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"24499","<=50K",40,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"24508","<=50K",33,"Married-civ-spouse",48,"HS-grad",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"24512","<=50K",28,"Married-civ-spouse",40,"11th",0,0,"0","Entry-level","Married","Full-time","Non-HS","No"
"24515","<=50K",18,"Never-married",30,"11th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"24524","<=50K",18,"Never-married",25,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24531","<=50K",46,"Separated",50,"HS-grad",0,0,"0","Peak-earning","Previously-married","Overtime","HS-some-college","No"
"24532","<=50K",30,"Never-married",30,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24538","<=50K",32,"Never-married",30,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"24550","<=50K",28,"Never-married",40,"Bachelors",0,1408,"0","Entry-level","Never-married","Full-time","Bachelors","Yes"
"24556",">50K",41,"Married-civ-spouse",60,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"24568","<=50K",56,"Divorced",40,"Some-college",0,1980,"0","Peak-earning","Previously-married","Full-time","HS-some-college","Yes"
"24576",">50K",52,"Married-civ-spouse",95,"Some-college",0,0,"1","Peak-earning","Married","Overtime","HS-some-college","No"
"24597",">50K",46,"Married-civ-spouse",40,"Bachelors",15024,0,"1","Peak-earning","Married","Full-time","Bachelors","Yes"
"24598","<=50K",32,"Never-married",64,"Assoc-voc",0,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","No"
"24600",">50K",41,"Married-civ-spouse",40,"Bachelors",15024,0,"1","Growth-phase","Married","Full-time","Bachelors","Yes"
"24603",">50K",35,"Married-civ-spouse",50,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"24604","<=50K",19,"Never-married",16,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24609","<=50K",32,"Married-civ-spouse",40,"11th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"24611","<=50K",46,"Never-married",40,"Assoc-voc",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"24612","<=50K",22,"Never-married",50,"HS-grad",0,0,"0","Entry-level","Never-married","Overtime","HS-some-college","No"
"24614",">50K",57,"Married-civ-spouse",25,"Some-college",0,0,"1","Peak-earning","Married","Underemployed","HS-some-college","No"
"24618","<=50K",32,"Married-civ-spouse",60,"Bachelors",0,0,"0","Growth-phase","Married","Overtime","Bachelors","No"
"24628","<=50K",56,"Divorced",50,"HS-grad",0,0,"0","Peak-earning","Previously-married","Overtime","HS-some-college","No"
"24629","<=50K",52,"Married-civ-spouse",40,"Bachelors",0,0,"0","Peak-earning","Married","Full-time","Bachelors","No"
"24639","<=50K",18,"Never-married",25,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24640","<=50K",20,"Never-married",40,"12th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"24644","<=50K",34,"Separated",40,"12th",0,0,"0","Growth-phase","Previously-married","Full-time","Non-HS","No"
"24681","<=50K",56,"Married-civ-spouse",40,"11th",0,0,"0","Peak-earning","Married","Full-time","Non-HS","No"
"24682","<=50K",42,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"24683",">50K",45,"Married-civ-spouse",56,"Some-college",0,0,"1","Peak-earning","Married","Overtime","HS-some-college","No"
"24688","<=50K",19,"Never-married",20,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24691","<=50K",46,"Married-civ-spouse",60,"Assoc-voc",0,0,"0","Peak-earning","Married","Overtime","HS-some-college","No"
"24692","<=50K",33,"Separated",37,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"24699","<=50K",52,"Divorced",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24706","<=50K",37,"Married-civ-spouse",50,"HS-grad",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"24707","<=50K",49,"Divorced",40,"Some-college",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24713",">50K",68,"Married-civ-spouse",45,"Bachelors",20051,0,"1","Retirement-transition","Married","Full-time","Bachelors","Yes"
"24716","<=50K",35,"Never-married",60,"HS-grad",0,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","No"
"24718","<=50K",53,"Divorced",40,"HS-grad",2597,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","Yes"
"24720","<=50K",20,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24722",">50K",36,"Married-civ-spouse",50,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
